score,description,date,sentimento
5.0,"No meu escritório só tem deste modelo...é muito bom, e dura muito tempo a pilha. Melhor custo beneficio...Único ruim que é um modelo de mouse pequeno, mas nada que interfira.",10/08/2020,Bom
5.0,"Está servindo muito bem. Mouse leve, pro uso básico como o meu (não jogo) achei que tem boa precisão, tem botão liga/desliga e um bom alcance.",23/07/2020,Bom
5.0,"Esse mouse, na minha opinião, não tem pontos negativos. É muito confortável de se usar, é preciso nos cliques e ainda tem o sensor de infravermelho que deixa o trabalho bem mais confortável pelo fato de não ter a luz visível como os outros mouses.Podem comprar sem medo!!",4/02/2021,Bom
5.0,"Mouse Logitech M170 Wireless Prata foi uma excelente compra para home office. Quase não gasta pilha, que dura muito tempo.",23/05/2020,Bom
5.0,"Já tinha um do mesmo antes. Só comprei outro pq meu cachorro destruiu o meu anterior. Vale cada centavo! Mesmo depois de destruído pelo meu cachorro, ainda estava funcionando os cliques. É duro na queda! Kkkk",24/08/2021,Bom
5.0,"Pelo preço é um ótimo produto. Vale a pena a compra, com certeza. É um mouse pequeno, então você precisa levar isso em consideração na hora da compra, comprei para minha esposa que tem a mão pequena, então, foi uma boa aquisição.",17/09/2020,Bom
5.0,"gostei do meu mouse, até agora tem sido bastante útil e funcional. Não tem luzinha vermelha, eu acho é bom. a precisão da distância é boa também. Utilizo para navegação no geral e trabalhos no photoshop e etc. Não sei para jogos.",29/09/2020,Bom
5.0,"Eu não uso para atividades que exigem muita precisão então para mim ele é perfeito!Uso para home office porque prefiro usar um mouse ao trackpad. Se essa é sua ideia também, vale super a pena.",20/09/2020,Bom
5.0,"Produto ótimo para trabalho. Vale o valor. Tinha comprado um mais barato de outra marca e simplismente não deu certo pq o click era horrível, já com esse é preciso demais e encaixa muito bem na mão.",14/07/2021,Bom
5.0,Produto recebido como descrito. Chegou antes do previsto. Gostei!,7/07/2021,Bom
5.0,"A Logitech sempre arrasa nos seus produtos e esse mouse não ficou de fora, com certeza recomendo. A qualidade é muito boa, a precisão também. Estou muito feliz com a compra. Parabéns ao pessoal da loja, chegou tudo nos conformes.",15/01/2022,Bom
4.0,"Esse mouse apresentou um sinal preciso com o computador, não sofrendo interferências como alguns modelos do mercado. A opção de liga/desliga é bem útil e o sensor invisível é interessante. Os botões são barulhentos, poderiam ser mais suaves.",1/04/2021,Bom
5.0,"Gostei do mouse. Não avaliei em 5 estrelas a parte de jogos, pois não jogo. Mesmo com todas as qualidades do produto, eu gostei da embalagem. 😂 por ter picote foi fácil de abrir.",25/03/2021,Bom
4.0,Boa precisão e Macio. Tamanho Médio comprei 3 para trabalhar. Todos no mesmo ambiente sem interferência de sinal.  Boa resposta e confortável para trabalho. Se fosse um pouco maior sério melhor ainda pois da uma sensação de vazio na mão. Mas para mãos menores tá tranquilo.,15/04/2021,Bom
5.0,"O mouse funciona em qualquer superfície, não sendo necessário utilizar o mousepad. Comprei justamente por isso e superou minhas expectativas. É bem preciso, leve e até agora não apresentou nenhum problema. Ótimo custo benefício.",16/03/2021,Bom
1.0,"não posso avaliar o produto ja que o mesmo não funciona, ja tentei de todas formas. Não tive sucesso na compra desse produto. Veio com defeito.",9/06/2020,Ruim
5.0,"Ótimo mouse e custo benefício. Bem ergonômico, bem preciso para tarefas cotidianas, não recomendaria para games e jogos porque eu acabei usando pra isso é agora o mouse é um pouco barulhento no click. Mas é muito bom.",1/04/2021,Bom
4.0,"Bem bom, pra mexer no computador, pra joga falta botões laterais, mas esse não é o propósito dele, mas da sim pra joga e é mt bom, talvez um com fio tenha menos leg, mas eu não notei leg nesse, consigo jogar cod com ele numa boa",3/09/2020,Bom
5.0,O uso de mouses que não são wireless acabam perdendo a conectividade com as conexões USB. Mouse com mal contato é ruim e precisam ser substituidos,7/09/2021,Bom
3.0,"O mouse é bluetooth e já vem com pilha, tem uma precisão muito boa pelo valor que ele tem. Porém não me adaptei ao tamanho e ao formado dele, não recomendo ele para quem tem mãos grandes.",11/11/2020,Neutro
3.0,"Um bom custo benefício, mas para o uso do dia a dia, seu tamanho diminuto incomoda e acaba cansando a mão. Bom para quem deseja portabilidade.",10/10/2019,Neutro
5.0,"Encaixa bem na minha mão, é leve, minha escrivaninha tem um divisória entre o gabinete e o mouse, no início eu pensei que isso fosse atrapalhar o sinal e a precisão, mas não atrapalhou e funciona muito bem.",17/05/2021,Bom
5.0,Mouse muito bom de usar. Cliques e navegação perfeitos e precisos!,4/07/2021,Bom
5.0,"Foi sem dúvida uma boa compra. A embalagem estava ok, assim como o produto. Acompanha pilha, para quem ficou na dúvida. Atende muito bem o trabalho do dia a dia, vale muito a pena.P.s. Não testei em jogos ainda, não sei como é o desenvolvimento.",18/06/2021,Bom
5.0,"O mouse é confortável e atendeu bem minha necessidade, recomendo.",20/04/2021,Bom
5.0,"Mouse excelente para realizar atividades do dia a dia no meio digital. Para pessoas, assim como eu, que não gostam de usar o touchpad do notebook esse mouse supre todas as necessidades! Vale muito a pena.",13/03/2021,Bom
5.0,"Perfeito, já tem mais de 1 mês de uso diário e até agora não precisei trocar a pilha. Sem contar que é bem confortável. Por ser sem fio fiquei com medo de a conexão não ser boa, mas é excelente. Recomendo",27/09/2020,Bom
5.0,"Excelente produto. Bom, bonito e barato. Cumpre bem o papel. Nada a reclamar!",15/02/2022,Bom
5.0,"Ótimo mouse. Boa ergonomia e não tem luz na parte inferior, o que o torna muito confortável de usar. Além disso pega bem em quase todas as superfícies.",2/05/2021,Bom
5.0,"Ótimo custo-benefício. Comprei um com fio, antes desse que saiu pelo mesmo preço e ainda me.deixava na mão. Dava mau contato. Esse não, já estou usando há um tempinho e até agora tem sido ótimo.",1/06/2021,Bom
5.0,Muito bom mesmo quem comprar não vai se arrepender. Não precisa instalação é só conectar o usb q vem dentro do mouse na entrada do PC e pronto.,18/03/2021,Bom
5.0,"Eu e minha namorada temos há mais de um ano e está funcionando perfeitamente. Já caiu varias vezes e não quebrou. E a pilha dura bastante, pois ainda estamos com ela ate hoje.",20/12/2021,Bom
5.0,"Simplesmente um dos melhores mouses no mercado. O melhor em relação a preço. Durável e de qualidade excepcional, como muitos produtos da marca, sem contar o design. Só compro produtos Logitech!",10/03/2021,Bom
5.0,"A praticidade, conforto e durabilidade da pilha são os principais pontos desse mouse. Trabalho com computador o dia inteiro, já tive até mouse vertical mas esse aqui continua sendo uma das melhores opções pra mim.",16/02/2021,Bom
5.0,"Super prático, ergonômico.Comprei para mim, para o meu esposo e para a minha mãe.O conector USB é bem pequeno e não atrapalha.Já veio com pilha e não apresentou falhas.Recomendo.",13/04/2021,Bom
4.0,"Mouse barato, leve e portátil, porém, para quem deseja mais conforto na pegada, maior sensibilidade ou precisão, não é a melhor alternativa. Sou fã da Logitech, mas sendo realista, é um mouse quebra-galho.",11/06/2020,Bom
4.0,"Leve, ergonômico, muito bom de uso, mas o botão central de rolar é um pouco duro ao clicar em um link por exemplo.",7/08/2020,Bom
5.0,"Comprei para o meu trabalho e é muito bom, fácil, leve e prático",19/09/2021,Bom
5.0,"Chegou muito rápido, eu estava precisando com urgência e o mouse me salvou! Os cliques são bem leves e super macios, por enquanto está ótimo para trabalhar e estudar, não jogo muito então não tenho como dizer em relação a games.",1/02/2021,Bom
5.0,"Primeira vez que adquire um produto logitech, e fiquei muitooo satisfeito, com a qualidade, e com o material, sem falar do custo benefício excelente. Sem dúvidas da categoria no mercado ele é o melhor! Recomendo!",24/10/2020,Bom
5.0,Super ergonômico e prático de utilizar. Bonito e super preciso. Recomendo,30/08/2021,Bom
5.0,"Gostei de tudo,  mas o adaptador vem muito escondidinho, encaixado num slot dentro do próprio mouse, muito difícil de encontrar, mas tudo bem.",16/12/2021,Bom
5.0,"Sempre uso mouses da Logitech, creio que, junto aos mouses Microsoft, são os melhores, com ou sem fio.",13/08/2021,Bom
5.0,"Visual agradável e confortável de usar. Bem fácil de instalar no PC. tem um click e bem macio de arratar na mesa. e ainda conta com botão ON-OFF, que desligando quando não estiver usando ajuda a salvar um pouco de bateria.",21/08/2020,Bom
5.0,"Chegou super rápido e atende muito bem para quem usa profissionalmente. No começo achei o mouse um pouco sensível, mas conclui que era minha adaptação ao que eu usava antes. Recomendo.",10/09/2020,Bom
5.0,"Chegou bem rápido, em menos de 1 semana. O chip vem dentro do mouse e é só conectar na entrada USB do computador e já está pronto para utilizar. Gostei bastante e o preço está bem acessível em comparação com outros sites.",23/08/2020,Bom
5.0,"O mouse é muito preciso, excelente para atividades simplesmente, para quem não pretende jogar possui um grande custo benefício.",24/04/2021,Bom
5.0,"O mouse é bom, bonito, mas não é tão grande. No começo se estranha, mas também se acostuma com o tempo. Boa compra!",19/12/2020,Bom
5.0,"Otimo mouse,  clica delicado e preciso, não faz barulho, já vem com pilha, o usb fica dentro do próprio mouse, recomendo.",25/07/2020,Bom
5.0,"ótima qualidade, pronto pra usar. uso na tvbox elsys",6/08/2021,Bom
5.0,"Veio como descrito, funciona perfeitamente, os areanhos na parte de trás creio que seja por conta da embalagem e não de uso. Super recomendo",28/05/2021,Bom
5.0,"Chegou dentro do prazo, o produto é muito fácil de ser instalado e atende muito bem às necessidades. Não jogo, então não sei qual seria o desempenho do mouse para isso. Para tarefas normais, exerce um excelente trabalho.",18/08/2020,Bom
5.0,"O mouse é ótimo! Tamanho bom (nem grande, nem pequeno demais). Só o barulho do clique que é bem sonoro, poderia ser mais discreto, mas não chega a incomodar muito.",19/11/2021,Bom
5.0,"Mouse muito bom para profissionais que utilizam programas gráficos, como o Corel Draw ou jogos online. Tem uma precisão excelente e aceita diversas superfícies. Recomendo.",29/04/2021,Bom
5.0,"O mouse é bem leve, ergonomico e preciso, o formato é diferente do mouse da mesma marca que eu tinha antes, ele é mais fino e um pouco mais largo e prefiro assim porque minha mão é grande e é mais confortavel.",27/10/2020,Bom
5.0,"Muito bom para o custo baixo que foi. Apresenta uma boa pegada e os botões são bons, mas a rolagem poderia ser um pouco melhor. Mas recomendo para quem não quer gastar muito em um mouse que resolve a situação.",13/02/2021,Bom
5.0,"Comprei porque tinha um da Multilaser que caiu e quebrou. Esse é mil vezes melhor, mais precisão, boa pegada. Para atividades cotidianas está ótimo. Já derrubei no chão várias vezes e ainda está inteiro, haha.",16/09/2020,Bom
5.0,"Produto com ótimo custo beneficio, resposta rapida ao movimento e com grande precisão. A pilha dura bastante e o unico defeito seria que a bolinha para rolar a pagina faz um barulho quando é rodada.",6/07/2020,Bom
5.0,"Mouse excelente, conecta imediatamente sem nenhuma dificuldade! Único ""problema"" é que pequeno, então se você tem uma mão grande vai ficar um pouco desconfortável mas nada que impeça o uso.",4/06/2021,Bom
5.0,"Mouse ergonômico e firme, tem textura boa para não escapar da mão, assim não cai hahahaRolagem um pouquinho dura, mas nada demais. Compensa o preço pago. O USB q vem nele não fica sambando na entrada do PC também.",28/11/2020,Bom
5.0,"Realmente é um excelente produto, confirma as avaliações feitas por outros compradores.",18/01/2021,Bom
1.0,"Demorou 3 meses a entrega. Vendedor totalmente despreparado e desonesto com seus clientes. A Amazon não fez nada a respeito. Um absurdo. Pra piorar, com um mês de uso já está dando defeito. Maior arrependimento da vida.",14/10/2021,Ruim
5.0,"O mouse é pequeno, não é ideal para games, mas eu utilizo em programas de design como Adobe Illustrator e consegui adaptar bem. Não ocupa quase espaço na mesa e não ter fios deixa a organização mais clean.",23/09/2020,Bom
5.0,"Gostei muito desse mouse, ja tive outros modelos da logitech e nao gostei, esse me surpreendeu de tao bom. ja comprei uns 3 para usar em outros computadores. Sempre usei Microsoft e agora achei um modelo à altura, alem de ser mais em conta",13/04/2021,Bom
5.0,"Mouse que além de ser bonito, tem ótima reposta e bom acabamento, pensei ser muito frágil, mas para um uso básico atende muito bem!",23/07/2021,Bom
5.0,Excelente! Confortável e preciso. E a característica de ser bluetooth deixa muito prático. E um ótimo custo-benefício. Sou Prime e não paguei frete ainda por cima.,22/06/2020,Bom
5.0,"O mouse é bonito, confortável de usar e muito preciso. Tive que me acostumar, pois tinha um mouse gamer cheio de fru-fru que era bem maior que esse, mas estou satisfeito",10/12/2020,Bom
5.0,"O produto é muito bom, tem uma pegada firme, de fato bem ergonômico e com boa precisão. Para jogos e games, seu uso é razoável, estou satisfeito com o produto, atende minhas necessidades.",28/05/2021,Bom
5.0,O equipamento é ergonômico e atende as minhas necessidades também quanto a precisão.Não uso para jogos e games.,15/04/2021,Bom
4.0,"O mouse é bem bacana e leve, para um usuário comum ele cumpre muito bem seu papel. Só tenho a reclamar da rodinha, comprei dois mouses e a rodinha de um deles faz um barulho bem irritante",2/07/2021,Bom
